Assembly Accession	Assembly Name	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds
GCF_001707835.1	ASM170783v1	Planctopirus hydrillae		JC280					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2016-08-18	LYDR01	
GCF_002259605.1	ASM225960v1	Pseudoscardovia radai		DSM 24742					GCF_002259605.1-RS_2024_03_28	Contig	2017-08-18	MWWR01	
GCF_039531715.1	ASM3953171v1	Pseudolysinimonas kribbensis		JCM 16015					GCF_039531715.1-RS_2024_05_10	Scaffold	2024-02-23	BAAAQO01	8
GCF_003369575.1	ASM336957v1	Oceanobacillus arenosus		CAU 1183					GCF_003369575.1-RS_2024_05_04	Scaffold	2018-08-10	PIOC01	35
GCF_016863435.1	ASM1686343v1	Sinosporangium siamense		NBRC 109515					GCF_016863435.1-RS_2024_09_09	Contig	2021-01-29	BOOW01	
GCF_016863315.1	ASM1686331v1	Planotetraspora silvatica		NBRC 100141					GCF_016863315.1-RS_2024_09_02	Contig	2021-01-29	BOOQ01	
GCF_003254055.1	ASM325405v1	Algoriphagus chordae		DSM 19830					GCF_003254055.1-RS_2024_10_23	Scaffold	2018-06-19	QKZT01	46
GCF_004916905.1	ASM491690v1	Chryseobacterium candidae		JC507					GCF_004916905.1-RS_2024_08_04	Contig	2019-04-25	SDLV01	
GCF_011189575.1	ASM1118957v1	Photorhabdus cinerea		DSM 19724					GCF_011189575.1-RS_2024_04_11	Scaffold	2020-03-12	PUJW01	171
GCF_003987175.1	ASM398717v1	Aliidiomarina sanyensis		GYP-17					GCF_003987175.1-RS_2024_03_28	Contig	2018-12-31	PIPM01	
GCF_009749525.1	ASM974952v1	Mesorhizobium xinjiangense		lm94					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2019-12-14	WOAC01	
GCF_014646355.1	ASM1464635v1	Nonomuraea cavernae		CGMCC 4.7368					GCF_014646355.1-RS_2024_09_02	Scaffold	2020-09-12	BMNH01	82
GCF_031846525.1	ASM3184652v1	Autumnicola patrickiae		F188					GCF_031846525.1-RS_2024_06_09	Contig	2023-09-23	JAVRHM01	
GCF_003240585.1	ASM324058v1	Rhizobium tubonense		CCBAU 85046					GCF_003240585.1-RS_2024_03_28	Contig	2018-06-18	PCDP01	
GCF_014773395.1	ASM1477339v1	Neiella litorisoli		HB171785					GCF_014773395.1-RS_2024_08_08	Contig	2020-09-21	JACXAF01	
GCF_014287705.1	ASM1428770v1	Dorea hominis		NSJ-36					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-08-24	JACOOY01	
GCF_900113865.1	IMG-taxon 2667527412 annotated assembly	Streptosporangium canum		CGMCC 4.2126					GCF_900113865.1-RS_2024_05_03	Scaffold	2016-11-05	FOQY01	91
GCF_017814435.1	ASM1781443v1	Mariniflexile gromovii		KCTC 12570					GCF_017814435.1-RS_2024_10_23	Scaffold	2021-04-06	JAGJCB01	52
GCF_013359945.1	ASM1335994v1	Paenibacillus agri		JW14					GCF_013359945.1-RS_2024_09_29	Contig	2020-06-18	JABWCS01	
GCF_014138605.1	ASM1413860v1	Peribacillus huizhouensis		DSM 105481					GCF_014138605.1-RS_2024_09_29	Scaffold	2020-08-10	JACJHX01	58
GCF_000311985.1	ASM31198v1	Kallipyga massiliensis ph2		ph2					GCF_000311985.1-RS_2024_05_01	Scaffold	2012-08-16	CAHC01	3
GCF_018998565.1	ASM1899856v1	Paenibacillus oleatilyticus		SM69					GCF_018998565.1-RS_2024_08_02	Scaffold	2021-06-22	JAHNZO01	236
GCF_019061305.1	ASM1906130v1	Marinobacterium weihaiense		A346					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-06-29	JAHQZT01	
GCF_011761495.1	ASM1176149v1	Alkalibacillus almallahensis		CECT 8373					GCF_011761495.1-RS_2024_04_19	Scaffold	2020-03-27	JAASRU01	36
GCF_030160295.1	ASM3016029v1	Dyella acidisoli		NBRC 111980					GCF_030160295.1-RS_2024_05_12	Scaffold	2023-02-15	BSOB01	64
GCF_014201825.1	ASM1420182v1	Acidocella aromatica		DSM 27026					GCF_014201825.1-RS_2024_05_05	Contig	2020-08-14	JACHFJ01	
GCF_001657475.1	ASM165747v1	Enteractinococcus helveticum		UASWS1574					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2016-06-03	LXEY01	
GCF_900218015.1	IMG-taxon 2740891836 annotated assembly	Rhodopseudomonas pentothenatexigens		JA575					GCF_900218015.1-RS_2024_05_26	Scaffold	2018-07-17	UFQQ01	69
GCF_022134585.1	ASM2213458v1	Mesosutterella porci		oilRF-744-wt-GAM-9					GCF_022134585.1-RS_2024_08_18	Contig	2022-02-09	JAKNCT01	
GCF_022179065.1	ASM2217906v1	Methylobacterium adhaesivum		DSM 17169					GCF_022179065.1-RS_2024_09_02	Contig	2022-01-08	BPQD01	
GCF_017497975.1	ASM1749797v1	Metabacillus bambusae		BG109					GCF_017497975.1-RS_2024_08_29	Contig	2021-03-20	JAGDEL01	
GCF_900108915.1	IMG-taxon 2675903151 annotated assembly	Allopseudospirillum japonicum		DSM 7165					GCF_900108915.1-RS_2024_11_06	Contig	2016-10-31	FNYH01	
GCF_016890225.1	ASM1689022v1	Bacillus suaedaesalsae		RD4P76					GCF_016890225.1-RS_2024_05_21	Contig	2021-02-15	JAFELM01	
GCF_030282825.1	ASM3028282v1	Aquibacillus rhizosphaerae		LR5S19					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-06-16	JASTZU01	
GCF_000717995.1	ASM71799v1	Streptomyces violaceorubidus		NRRL B-16381					GCF_000717995.1-RS_2024_04_29	Contig	2014-07-02	JODM01	
GCF_009877425.1	ASM987742v1	Heliomicrobium undosum		DSM 13378					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-01-14	WXEY01	
GCF_900096975.1	IMG-taxon 2675903029 annotated assembly	Paraburkholderia lycopersici		TNe-862					GCF_900096975.1-RS_2024_05_03	Contig	2016-10-21	FMYQ01	
GCF_026130545.1	ASM2613054v1	Lichenifustis flavocetrariae		BP6-180914					GCF_026130545.1-RS_2024_05_14	Scaffold	2022-11-10	JAMOIM01	181
GCF_001922985.1	ASM192298v1	Teredinibacter waterburyi		Bs02					GCF_001922985.1-RS_2024_05_03	Contig	2016-12-28	MRUH01	
GCF_001703635.1	ASM170363v1	Hoeflea olei		JC234					GCF_001703635.1-RS_2024_04_30	Scaffold	2016-08-11	LQZT01	50
GCF_001294535.1	ASM129453v1	Cypionkella psychrotolerans		PAMC 27389					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2015-09-18	LGIC01	
GCF_003992595.1	ASM399259v1	Flagellimonas oceanensis		40DY170					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2019-01-04	RZNA01	53
GCF_003426815.1	ASM342681v1	Desertimonas flava		SYSU D60003					GCF_003426815.1-RS_2024_03_28	Contig	2018-08-23	QKYK01	
GCF_008271285.1	ASM827128v1	Hymenobacter lutimineralis		KIGAM108					GCF_008271285.1-RS_2024_09_02	Scaffold	2019-09-03	VTHL01	53
GCF_900176305.1	IMG-taxon 2585428079 annotated assembly	Clostridium acidisoli DSM 12555		DSM 12555					GCF_900176305.1-RS_2024_04_12	Contig	2017-04-08	FWXH01	
GCF_006346335.1	ASM634633v1	Aequorivita sinensis		S1-10					GCF_006346335.1-RS_2024_10_23	Contig	2019-06-14	VDMC01	
GCF_003719305.1	ASM371930v1	Mycolicibacterium stellerae		CECT 8783					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-11-09	RARC01	
GCF_039543065.1	ASM3954306v1	Bartonella pachyuromydis		JCM 17714					GCF_039543065.1-RS_2024_05_11	Scaffold	2024-02-23	BAABJA01	81
GCF_009467795.1	ASM946779v1	Nesterenkonia halophila		DSM 16378					GCF_009467795.1-RS_2024_05_05	Contig	2019-11-01	WIAX01	
GCF_900112405.1	IMG-taxon 2603880187 annotated assembly	Fructobacillus durionis		DSM 19113					GCF_900112405.1-RS_2024_04_24	Contig	2016-11-02	FOLI01	
GCF_001592105.1	ASM159210v1	Desulfolucanica intricata		NBRC 109411					GCF_001592105.1-RS_2024_08_12	Contig	2016-03-01	BCWE01	
GCF_006539925.1	ASM653992v1	Glutamicibacter uratoxydans		NBRC 15515					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2019-06-12	BJNY01	
GCF_020686965.1	ASM2068696v1	Hominiventricola filiformis		CLA-AA-H276					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-10-31	JAJEPS01	
GCF_002954775.1	ASM295477v1	Streptomyces geranii		A301					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-02-16	PJME01	100
GCF_900183385.1	CLIP 2016_00682	Listeria costaricensis					CLIP201600682		GCF_900183385.1-RS_2024_03_28	Scaffold	2017-08-22	FXUT01	44
GCF_031846275.1	ASM3184627v1	Spectribacter hydrogenooxidans		W335					GCF_031846275.1-RS_2024_06_09	Contig	2023-09-23	JAVRIB01	
GCF_003259955.1	ASM325995v1	Falsochrobactrum ovis		DSM 26720					GCF_003259955.1-RS_2024_05_01	Scaffold	2018-06-21	QLMK01	39
GCF_014640615.1	ASM1464061v1	Brucella endophytica		CGMCC 1.15082					GCF_014640615.1-RS_2024_09_02	Scaffold	2020-09-12	BMHH01	83
GCF_003313245.1	ASM331324v1	Primorskyibacter marinus		PX7					GCF_003313245.1-RS_2024_08_05	Contig	2018-07-11	QJSD01	
GCF_002835605.1	ASM283560v1	Pseudomonas pharmacofabricae		ZYSR67-Z					GCF_002835605.1-RS_2024_05_03	Scaffold	2017-12-12	PIYS01	34
GCF_016595795.1	ASM1659579v1	Clostridium yunnanense		YIM B02505					GCF_016595795.1-RS_2024_03_28	Scaffold	2021-01-09	JAENHN01	71
GCF_900176355.1	IMG-taxon 2622736529 annotated assembly	Sporomusa malonica		DSM 5090					GCF_900176355.1-RS_2024_05_03	Scaffold	2017-04-08	FWXI01	66
GCF_014638995.1	ASM1463899v1	Virgibacillus oceani		CGMCC 1.12754					GCF_014638995.1-RS_2024_09_02	Scaffold	2020-09-12	BMFR01	45
GCF_028294535.1	ASM2829453v1	Paracoccus onchidii		Z330					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2023-01-30	JAQBIE01	
GCF_015070385.1	ASM1507038v1	Nocardioides malaquae		Y6					GCF_015070385.1-RS_2024_08_04	Scaffold	2020-10-28	JADCSA01	1436
GCF_030813005.1	ASM3081300v1	Robertmurraya andreesenii		DSM 23948					GCF_030813005.1-RS_2024_08_20	Contig	2023-08-18	JAUSTU01	
GCF_900129935.1	IMG-taxon 2585428067 annotated assembly	Desulfosporosinus lacus DSM 15449		DSM 15449					GCF_900129935.1-RS_2024_05_13	Scaffold	2016-12-03	FQXJ01	52
GCF_028435365.1	ASM2843536v1	Polyangium jinanense		SDU14					GCF_028435365.1-RS_2024_08_29	Scaffold	2023-02-02	JAGTJJ01	127
GCF_039523035.1	ASM3952303v1	Pigmentiphaga daeguensis		JCM 14330					GCF_039523035.1-RS_2024_05_10	Scaffold	2024-02-23	BAAAEN01	88
GCF_003115855.1	ASM311585v1	Brenneria corticis		CFCC 11842					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-05-11	QDKH01	83
GCF_009193175.1	ASM919317v1	Georgenia ruanii		JCM 15130					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2019-10-21	VUKE01	
GCF_027570165.1	ASM2757016v1	Corynebacterium macclintockiae		c9Ua_112					GCF_027570165.1-RS_2024_03_29	Contig	2023-01-04	JAKMUV01	
GCF_024505085.1	ASM2450508v1	Parvularcula maris		BGMRC 0090					GCF_024505085.1-RS_2024_08_15	Scaffold	2022-08-01	JANIBC01	48
GCF_900106775.1	IMG-taxon 2693429881 annotated assembly	Marininema mesophilum		DSM 45610					GCF_900106775.1-RS_2024_05_03	Scaffold	2016-10-22	FNNQ01	42
GCF_900112775.1	IMG-taxon 2599185221 annotated assembly	Anaeromicropila populeti		743A					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2016-11-02	FOYZ01	44
GCF_007991615.1	ASM799161v1	Novosphingobium sediminis		NBRC 106119					GCF_007991615.1-RS_2024_08_26	Contig	2019-07-31	BJYR01	
GCF_900143695.1	IMG-taxon 2582581262 annotated assembly	Desulfopila aestuarii DSM 18488		DSM 18488					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2016-12-10	FRFE01	
GCF_003612395.1	ASM361239v1	Parablautia intestinalis		D8-82					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-10-04	RAYQ01	
GCF_000718015.1	ASM71801v1	Streptomyces catenulae		NRRL B-2342					GCF_000718015.1-RS_2024_05_02	Contig	2014-07-02	JODY01	
GCF_019659805.1	ASM1965980v1	Bartonella raoultii		094					GCF_019659805.1-RS_2024_08_26	Scaffold	2021-08-17	JAIFRO01	30
GCF_021730445.1	ASM2173044v1	Phocaeicola faecalis		FXJYN30E22					GCF_021730445.1-RS_2024_10_25	Scaffold	2022-01-31	JADNRM01	65
GCF_001270745.1	ASM127074v1	Jiangella muralis		DSM 45357					GCF_001270745.1-RS_2024_03_28	Scaffold	2015-08-19	LFXL01	76
GCF_003004785.1	ASM300478v1	Alsobacter soli		SH9					GCF_003004785.1-RS_2024_04_30	Contig	2018-03-15	PVZS01	
GCF_900114975.1	IMG-taxon 2599185149 annotated assembly	Thermodesulforhabdus norvegica		DSM 9990					GCF_900114975.1-RS_2024_05_03	Scaffold	2016-11-02	FOUU01	22
GCF_014332515.1	ASM1433251v1	Pontibacter beigongshangensis		T6-1					GCF_014332515.1-RS_2024_10_23	Contig	2020-08-28	VFSD01	
GCF_024519335.1	ASM2451933v1	Streptomyces telluris		AA8					GCF_024519335.1-RS_2024_08_29	Contig	2022-08-03	JANIID01	
GCF_025989185.1	ASM2598918v1	Limobrevibacterium gyesilva		RN2-1					GCF_025989185.1-RS_2024_05_27	Scaffold	2022-11-03	JAPDNT01	80
GCF_009650995.1	ASM965099v1	Sporosarcina cascadiensis		A4					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2019-11-12	WHVV01	61
GCF_040544555.1	ASM4054455v1	Halalkalibacter oceani		DSM 100579					GCF_040544555.1-RS_2024_07_09	Contig	2024-07-08	JBEPKD01	
GCF_007991335.1	ASM799133v1	Halobacillus faecis		NBRC 103569					GCF_007991335.1-RS_2024_08_26	Contig	2019-07-31	BJYD01	
GCF_024648845.1	ASM2464884v1	Actinomadura glauciflava		DSM 44770					GCF_024648845.1-RS_2024_08_29	Scaffold	2022-08-12	JANBBD01	86
GCF_001956915.1	ASM195691v1	Intrasporangium flavum		MUSC 78					GCF_001956915.1-RS_2024_04_11	Contig	2017-01-18	MLJO01	
GCF_008919445.1	ASM891944v1	Serinicoccus kebangsaanensis		P2D13-UKM					GCF_008919445.1-RS_2024_07_25	Scaffold	2019-10-08	VSLG01	37
GCF_009749395.1	ASM974939v1	Agromyces salentinus		JCM 14323					GCF_009749395.1-RS_2024_05_05	Contig	2019-12-14	WBIR01	
GCF_900129405.1	IMG-taxon 2695420946 annotated assembly	Flavobacterium fontis		DSM 25660					GCF_900129405.1-RS_2024_10_22	Contig	2016-12-03	FQVQ01	
GCF_039537005.1	ASM3953700v1	Sphaerisporangium flaviroseum		JCM 16908					GCF_039537005.1-RS_2024_05_11	Scaffold	2024-02-23	BAAAZR01	83
GCF_007991455.1	ASM799145v1	Chryseobacterium hagamense		NBRC 105253					GCF_007991455.1-RS_2024_09_09	Contig	2019-07-31	BJYJ01	
GCF_900168125.1	IMG-taxon 2595698210 annotated assembly	Sphingobacterium nematocida		DSM 24091					GCF_900168125.1-RS_2024_10_22	Scaffold	2017-03-08	FUZF01	44
GCF_001399455.2	ASM139945v2	Vibrio bivalvicida		605					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2016-05-17	LLEI02	91
GCF_025420485.1	ASM2542048v1	Nesterenkonia marinintestina		GX14115					GCF_025420485.1-RS_2024_10_11	Contig	2022-09-26	JAOEFD01	
GCF_020736845.1	ASM2073684v1	Paenibacillus farraposensis		UY79					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2021-11-03	JAFFQR01	117
GCF_003097655.1	ASM309765v1	Flavobacterium laiguense		LB2P30					GCF_003097655.1-RS_2024_10_23	Contig	2018-05-08	QCZH01	
GCF_009372255.1	ASM937225v1	Acinetobacter guerrae		AC 1271					GCF_009372255.1-RS_2024_04_03	Scaffold	2019-10-28	LXGN01	60
GCF_004340975.1	ASM434097v1	Frisingicoccus caecimuris		DSM 28559					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2019-03-11	SLXA01	35
GCF_009733865.1	ASM973386v1	Oceanobacillus salinisoli		YIM B00359					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2019-12-06	WOFB01	
GCF_002976435.1	ASM297643v1	Solimicrobium silvestre		S20-91					GCF_002976435.1-RS_2024_04_15	Contig	2018-03-07	PUGF01	
GCF_004403945.1	ASM440394v1	Cryobacterium lactosi		Sr59					GCF_004403945.1-RS_2024_04_01	Contig	2019-03-26	SOHM01	
GCF_014652135.1	ASM1465213v1	Mongoliitalea lutea		KCTC 23224					GCF_014652135.1-RS_2024_09_02	Contig	2020-09-12	BMYF01	
GCF_014841135.1	ASM1484113v1	Paenibacillus arenosi		CAU 1523					GCF_014841135.1-RS_2024_03_23	Scaffold	2020-10-04	JACYTN01	57
GCF_001939735.1	ASM193973v1	Photobacterium proteolyticum		13-12					GCF_001939735.1-RS_2024_05_03	Scaffold	2017-01-09	MJIL01	101
GCF_016862775.1	ASM1686277v1	Cellulomonas phragmiteti		NBRC 110785					GCF_016862775.1-RS_2024_09_02	Contig	2021-01-29	BONP01	
GCF_900207575.1	IMG-taxon 2740891861 annotated assembly	Cereibacter ovatus		JA234					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2017-09-28	OAOQ01	62
GCF_004010155.1	ASM401015v1	Solirhodobacter olei		Pet-1					GCF_004010155.1-RS_2024_04_03	Contig	2019-01-09	RRYH01	
GCF_004353905.1	ASM435390v1	Paraburkholderia guartelaensis		CNPSo 3008					GCF_004353905.1-RS_2024_05_04	Contig	2019-03-17	SMOD01	
GCF_017813355.1	ASM1781335v1	Neoroseomonas nitratireducens		PWR1					GCF_017813355.1-RS_2024_04_29	Scaffold	2021-04-06	JAGIYZ01	57
GCF_014145325.1	ASM1414532v1	Marilutibacter spongiae		119BY6-57					GCF_014145325.1-RS_2024_05_05	Contig	2020-08-10	JACHTF01	
GCF_024294805.1	ASM2429480v1	Alsobacter ponti		SYSU M60028					GCF_024294805.1-RS_2024_08_26	Contig	2022-07-16	JANCLU01	
GCF_035916955.1	ASM3591695v1	Noviherbaspirillum album		CPCC 100848					GCF_035916955.1-RS_2024_07_21	Scaffold	2024-01-19	JAWIIV01	148
GCF_040096155.1	ASM4009615v1	Laedolimicola intestinihominis		CLA-AA-H132					GCF_040096155.1-RS_2024_07_07	Contig	2024-06-07	JBBMFE01	
GCF_003865365.1	ASM386536v1	Flavobacterium macacae		YIM 102600					GCF_003865365.1-RS_2024_10_23	Scaffold	2018-12-05	RQVR01	56
GCF_016757275.1	ASM1675727v1	Paracoccus aerius		KCTC 42845					GCF_016757275.1-RS_2024_03_29	Contig	2021-01-26	JAESHT01	
GCF_030542965.1	ASM3054296v1	Azotosporobacter soli		SG130					GCF_030542965.1-RS_2024_05_18	Contig	2023-07-25	JAUAOA01	
GCF_001639745.1	ASM163974v1	Marinomonas gallaica		Cmf 17.2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2016-04-29	LTAX01	
GCF_014385005.1	ASM1438500v1	Jingyaoa shaoxingensis		NSJ-46					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-09-01	JACRSZ01	
GCF_009711215.1	ASM971121v1	Paracoccus shanxieyensis		DK398					GCF_009711215.1-RS_2024_04_22	Contig	2019-11-26	WMIH01	
GCF_013820765.1	ASM1382076v1	Listeria rustica		FSL W9-0585					GCF_013820765.1-RS_2024_05_05	Contig	2020-07-28	JABJVM01	
GCF_014645195.1	ASM1464519v1	Novosphingobium indicum		CGMCC 1.6784					GCF_014645195.1-RS_2024_09_02	Scaffold	2020-09-12	BMLK01	103
GCF_900091565.1	IMG-taxon 2622736534 annotated assembly	Micromonospora marina		DSM 45555					GCF_900091565.1-RS_2024_04_21	Scaffold	2016-08-16	FMCV01	74
GCF_004307015.1	ASM430701v1	Thermus thermamylovorans		CFH 72773					GCF_004307015.1-RS_2024_05_26	Contig	2019-02-26	SIJL01	
GCF_002250625.1	ASM225062v1	Enemella dayhoffiae		NML 130396					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2017-08-14	NMVQ01	
GCF_002286935.1	ASM228693v1	Bifidobacterium criceti		Ham19E					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2017-09-06	MVOH01	
GCF_018139485.1	ASM1813948v1	Phycicoccus avicenniae		BSK3Z-2					GCF_018139485.1-RS_2024_07_22	Contig	2021-04-25	JAGSNF01	
GCF_002000485.1	ASM200048v1	Rodentibacter ratti		F75					GCF_002000485.1-RS_2024_04_22	Contig	2017-02-15	MLAJ01	
GCF_000520975.1	of Aquimarina megaterium	Aquimarina megaterium XH134		XH134					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2014-01-16	JACB01	
GCF_001431415.1	ASM143141v1	Stenotrophomonas humi		DSM 18929					GCF_001431415.1-RS_2024_05_05	Contig	2015-11-04	LDJI01	
GCF_904846295.1	ASM90484629v1	Psychrobacter maritimus					Psychrobacter maritimus Pi2-20		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2020-11-21	CAJHAG01	
GCF_003390925.1	ASM339092v1	Trinickia diaoshuihuensis		NEAU-SY24					GCF_003390925.1-RS_2024_03_28	Contig	2018-08-13	QUBS01	
GCF_009982895.1	ASM998289v1	Deinococcus alpinitundrae		LMG 24283					GCF_009982895.1-RS_2024_08_01	Scaffold	2020-01-29	WXZL01	403
GCF_017114865.1	ASM1711486v1	Streptomyces verrucosisporus		CPB1-1					GCF_017114865.1-RS_2024_08_29	Contig	2021-03-01	JADEYH01	
GCF_900107935.1	IMG-taxon 2617270906 annotated assembly	Vibrio hangzhouensis		CGMCC 1.7062					GCF_900107935.1-RS_2024_04_22	Contig	2016-10-24	FNVG01	
GCF_016342785.1	ASM1634278v1	Sanguibacter suaedae		YZGR15					GCF_016342785.1-RS_2024_08_29	Scaffold	2020-12-23	JAEINH01	23
GCF_014649535.1	ASM1464953v1	Streptomyces gelaticus		JCM 4376					GCF_014649535.1-RS_2024_09_02	Scaffold	2020-09-12	BMTF01	114
GCF_016863375.1	ASM1686337v1	Sphaerisporangium melleum		NBRC 107356					GCF_016863375.1-RS_2024_08_29	Contig	2021-01-29	BOOT01	
GCF_024363565.1	ASM2436356v1	Lutispora saccharofermentans		m25					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2022-07-21	JAJEKE01	
GCF_018327645.1	ASM1832764v1	Lactobacillus corticis		B40					GCF_018327645.1-RS_2024_08_26	Contig	2021-03-26	BMAY01	
GCF_003344785.1	ASM334478v1	Thalassococcus profundi		WRAS1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2018-07-28	QPMK01	
GCF_012933505.1	ASM1293350v1	Gordonia asplenii		TBRC 11910					GCF_012933505.1-RS_2024_09_29	Contig	2020-04-29	JABBNB01	
GCF_900113935.1	IMG-taxon 2595699008 annotated assembly	Aquamicrobium aerolatum DSM 21857		DSM 21857					GCF_900113935.1-RS_2024_04_24	Scaffold	2016-11-02	FORF01	49
GCF_025821985.1	ASM2582198v1	Mycobacterium timonense		CCUG 56329					GCF_025821985.1-RS_2024_08_29	Contig	2022-10-24	JACKSY01	
GCF_015209595.1	ASM1520959v1	Pontibacterium sinense		N1Y112					GCF_015209595.1-RS_2024_08_26	Contig	2020-11-02	JADEYS01	
GCF_039530625.1	ASM3953062v1	Kribbella sancticallisti		JCM 14969					GCF_039530625.1-RS_2024_05_10	Scaffold	2024-02-23	BAAAOS01	88
GCF_009709675.1	ASM970967v1	Agromyces bracchium		JCM 11433					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2019-11-26	WMLB01	
GCF_037083825.1	ASM3708382v1	Klenkia sesuvii		LSe6-5					GCF_037083825.1-RS_2024_06_09	Contig	2024-03-09	JBAPLU01	
GCF_003387575.1	ASM338757v1	Microbacterium bovistercoris		NEAU-LLE					GCF_003387575.1-RS_2024_05_04	Contig	2018-08-14	QUAB01	
GCF_004115085.1	ASM411508v1	Longirhabdus pacifica		SCSIO 06110					GCF_004115085.1-RS_2024_08_20	Contig	2019-01-28	QXJP01	
GCF_003605645.1	ASM360564v1	Vibrio sinensis		BEI233					GCF_003605645.1-RS_2024_08_07	Contig	2018-10-02	QVMU01	
GCF_900101895.1	IMG-taxon 2596583574 annotated assembly	Flavobacterium caeni		CGMCC 1.7031					GCF_900101895.1-RS_2024_10_22	Scaffold	2016-10-17	FMVF01	81
GCF_014202115.1	ASM1420211v1	Catenibacillus scindens		DSM 106146					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2020-08-14	JACHFW01	56
GCF_039523735.1	ASM3952373v1	Tatumella punctata		JCM 8885					GCF_039523735.1-RS_2024_05_10	Contig	2024-02-23	BAAAFW01	
GCF_001570365.1	ASM157036v1	Microtetraspora fusca		NBRC 13915					GCF_001570365.1-RS_2024_09_02	Scaffold	2016-01-16	BBYK01	109
GCF_016908195.1	ASM1690819v1	Jeotgalibacillus terrae		DSM 22174					GCF_016908195.1-RS_2024_03_28	Contig	2021-02-19	JAFBDK01	
GCF_034929435.1	ASM3492943v1	Arcicella rigui		KCTC 23307					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2024-01-01	JAYFUM01	
GCF_025916425.1	ASM2591642v1	Bacillus pretiosus		SAICEU11T					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2022-10-31	JAOXJG01	
GCF_003633725.1	ASM363372v1	Brockia lithotrophica		DSM 22653					GCF_003633725.1-RS_2024_07_02	Scaffold	2018-10-11	RBIJ01	13
GCF_030012215.1	ASM3001221v1	Anaerobaca lacustris		M17dextr					GCF_030012215.1-RS_2024_06_08	Contig	2023-05-14	JASCXX01	
GCF_039532605.1	ASM3953260v1	Pilimelia columellifera subsp. columellifera		JCM 3367					GCF_039532605.1-RS_2024_05_10	Contig	2024-02-23	BAAARY01	
GCF_032595355.1	ASM3259535v1	Sedimentitalea todarodis		KHS03					GCF_032595355.1-RS_2024_10_23	Contig	2023-10-12	JASMWN01	
GCF_003024235.1	ASM302423v1	Arenimonas caeni		z29					GCF_003024235.1-RS_2024_05_05	Scaffold	2018-03-08	PVLF01	42
GCF_021147775.1	ASM2114777v1	Pseudomonas californiensis		CDFA601					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Contig	2021-12-09	JAGTPK01	
GCF_009733795.1	ASM973379v1	Actinotalea caeni		JCM 30447					GCF_009733795.1-RS_2024_03_28	Contig	2019-12-06	WNXX01	
