Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NZ_CP097562.1	2075904	2076335		plus	50S ribosomal protein L13	rplM	0	protein-coding		WP_023276883.1	143	N508_RS09720
NZ_CP097562.1	2076349	2076738		plus	30S ribosomal protein S9	rpsI	0	protein-coding		WP_023276884.1	129	N508_RS09725
NZ_CP097562.1	2077281	2078849		plus	tetratricopeptide repeat protein		0	protein-coding		WP_023276885.1	522	N508_RS09730
NZ_CP097562.1	2078946	2079885		plus	uncharacterized gene		0	pseudogene				N508_RS09740
NZ_CP097562.1	2079885	2080331		plus	GtrA family protein		0	protein-coding		WP_023276888.1	148	N508_RS09745
NZ_CP097562.1	2080331	2081692		plus	DUF6020 family protein		0	protein-coding		WP_023276889.1	453	N508_RS09750
NZ_CP097562.1	2082791	2083021		plus	50S ribosomal protein L31	rpmE	0	protein-coding		WP_023276891.1	76	N508_RS09755
NZ_CP097562.1	2083096	2083812		plus	FAD-dependent thymidylate synthase	thyX	0	protein-coding		WP_023276892.1	238	N508_RS09760
NZ_CP097562.1	2083972	2084904		plus	DUF1385 domain-containing protein		0	protein-coding		WP_023276893.1	310	N508_RS09765
NZ_CP097562.1	2084924	2085991		plus	peptide chain release factor 1	prfA	0	protein-coding		WP_023276894.1	355	N508_RS09770
NZ_CP097562.1	2085994	2086818		plus	peptide chain release factor N(5)-glutamine methyltransferase	prmC	0	protein-coding		WP_023276895.1	274	N508_RS09775
NZ_CP097562.1	2086818	2088080		plus	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	murA	0	protein-coding		WP_023276896.1	420	N508_RS09780
NZ_CP097562.1	2088073	2088696		plus	ATP phosphoribosyltransferase	hisG	0	protein-coding		WP_023276897.1	207	N508_RS09785
NZ_CP097562.1	2088702	2090978		plus	outer membrane protein assembly factor BamA	bamA	0	protein-coding		WP_023276898.1	758	N508_RS09790
NZ_CP097562.1	2091096	2091623		plus	OmpH family outer membrane protein		0	protein-coding		WP_023276899.1	175	N508_RS09795
NZ_CP097562.1	2091638	2092648		plus	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase	lpxD	0	protein-coding		WP_023276900.1	336	N508_RS09800
NZ_CP097562.1	2092638	2093084		plus	3-hydroxyacyl-ACP dehydratase FabZ	fabZ	0	protein-coding		WP_023276901.1	148	N508_RS09805
NZ_CP097562.1	2093099	2093875		plus	acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase	lpxA	0	protein-coding		WP_023276902.1	258	N508_RS09810
NZ_CP097562.1	2093963	2094934		plus	Gfo/Idh/MocA family oxidoreductase		0	protein-coding		WP_023276903.1	323	N508_RS09815
NZ_CP097562.1	2094942	2095406		plus	"UDP-2,3-diacylglucosamine diphosphatase LpxI"	lpxI	0	protein-coding		WP_023276904.1	154	N508_RS09820
NZ_CP097562.1	2095406	2096194		plus	A24 family peptidase		0	protein-coding		WP_023276905.1	262	N508_RS09825
NZ_CP097562.1	2096212	2097390		plus	tyrosine--tRNA ligase	tyrS	0	protein-coding		WP_023276906.1	392	N508_RS09830
NZ_CP097562.1	2097516	2098775		plus	DUF1015 domain-containing protein		0	protein-coding		WP_023276907.1	419	N508_RS09835
NZ_CP097562.1	2099052	2101331		minus	PAS domain-containing sensor histidine kinase		0	protein-coding		WP_023276908.1	759	N508_RS09840
NZ_CP097562.1	2101509	2102030		minus	IS3 family transposase		0	protein-coding		WP_083688349.1	173	N508_RS09845
NZ_CP097562.1	2102046	2102282		minus	IS3 family transposase		0	protein-coding		WP_179077838.1	78	N508_RS09850
NZ_CP097562.1	2102257	2102655		minus	hypothetical protein		0	protein-coding		WP_076654182.1	132	N508_RS09855
NZ_CP097562.1	2103044	2103550		minus	GNAT family N-acetyltransferase		0	protein-coding		WP_023276911.1	168	N508_RS09860
NZ_CP097562.1	2103568	2105334		minus	DUF255 domain-containing protein		0	protein-coding		WP_023276912.1	588	N508_RS09865
NZ_CP097562.1	2105406	2106965		minus	Na+/H+ antiporter NhaC family protein		0	protein-coding		WP_023276913.1	519	N508_RS09870
NZ_CP097562.1	2107107	2108045		minus	DDE-type integrase/transposase/recombinase		0	protein-coding		WP_076654125.1	312	N508_RS09875
NZ_CP097562.1	2108216	2108572		plus	hypothetical protein		0	protein-coding		WP_023276935.1	118	N508_RS09880
NZ_CP097562.1	2108583	2108942		minus	Hpt domain-containing protein		0	protein-coding		WP_023276936.1	119	N508_RS09885
NZ_CP097562.1	2109165	2109761		plus	HD domain-containing protein		0	protein-coding		WP_023276937.1	198	N508_RS09890
NZ_CP097562.1	2110011	2110496		plus	TlpA disulfide reductase family protein		0	protein-coding		WP_023276938.1	161	N508_RS09895
NZ_CP097562.1	2110499	2112139		plus	putative manganese-dependent inorganic diphosphatase		0	protein-coding		WP_023276939.1	546	N508_RS09900
NZ_CP097562.1	2112234	2113157		plus	DUF1524 domain-containing protein		0	protein-coding		WP_051350822.1	307	N508_RS09905
NZ_CP097562.1	2113252	2114286		minus	Fic/DOC family N-terminal domain-containing protein		0	protein-coding		WP_051350823.1	344	N508_RS09910
NZ_CP097562.1	2114446	2115384		minus	DDE-type integrase/transposase/recombinase		0	protein-coding		WP_023276087.1	312	N508_RS09915
NZ_CP097562.1	2115520	2116455		minus	IS30 family transposase		0	protein-coding		WP_143815543.1	311	N508_RS09920
NZ_CP097562.1	2116752	2117141		plus	thioesterase family protein		0	protein-coding		WP_023276542.1	129	N508_RS09925
NZ_CP097562.1	2117150	2118721		minus	AarF/UbiB family protein		0	protein-coding		WP_023276543.1	523	N508_RS09930
NZ_CP097562.1	2118711	2119019		minus	hypothetical protein		0	protein-coding		WP_023276544.1	102	N508_RS09935
NZ_CP097562.1	2119244	2119750		plus	hypothetical protein		0	protein-coding		WP_023276545.1	168	N508_RS09940
NZ_CP097562.1	2119779	2121026		minus	hypothetical protein		0	protein-coding		WP_023276546.1	415	N508_RS09945
NZ_CP097562.1	2121271	2121543		minus	30S ribosomal protein S20	rpsT	0	protein-coding		WP_023276547.1	90	N508_RS09950
NZ_CP097562.1	2121868	2122560		plus	hypothetical protein		0	protein-coding		WP_023276548.1	230	N508_RS09955
NZ_CP097562.1	2122578	2123576		plus	GGGtGRT protein		0	protein-coding		WP_023276549.1	332	N508_RS09960
NZ_CP097562.1	2123793	2124899		minus	aminopeptidase		0	protein-coding		WP_023276550.1	368	N508_RS09965
NZ_CP097562.1	2125031	2125969		plus	DDE-type integrase/transposase/recombinase		0	protein-coding		WP_023275060.1	312	N508_RS09970
NZ_CP097562.1	2126209	2127216		plus	hypothetical protein		0	protein-coding		WP_023276551.1	335	N508_RS09975
NZ_CP097562.1	2127227	2127817		plus	TetR/AcrR family transcriptional regulator		0	protein-coding		WP_023276552.1	196	N508_RS09980
NZ_CP097562.1	2128232	2129518		minus	phosphopyruvate hydratase	eno	0	protein-coding		WP_023276553.1	428	N508_RS09985
NZ_CP097562.1	2129713	2131023		plus	radical SAM protein		0	protein-coding		WP_023276554.1	436	N508_RS09990
NZ_CP097562.1	2131031	2131708		plus	MnmC family methyltransferase		0	protein-coding		WP_023276555.1	225	N508_RS09995
NZ_CP097562.1	2131779	2133041		plus	IS3 family transposase		0	protein-coding		WP_179077837.1	420	N508_RS10000
NZ_CP097562.1	2133252	2134601		minus	MATE family efflux transporter		0	protein-coding		WP_023276558.1	449	N508_RS10005
NZ_CP097562.1	2134606	2135946		minus	MATE family efflux transporter		0	protein-coding		WP_023276559.1	446	N508_RS10010
NZ_CP097562.1	2136302	2138227		plus	transketolase		0	protein-coding		WP_023276560.1	641	N508_RS10015
NZ_CP097562.1	2138228	2138914		plus	RNA methyltransferase		0	protein-coding		WP_023276561.1	228	N508_RS10020
NZ_CP097562.1	2138924	2139358		plus	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH		0	protein-coding		WP_023276562.1	144	N508_RS10025
NZ_CP097562.1	2139368	2139730		plus	TraR/DksA C4-type zinc finger protein		0	protein-coding		WP_023276563.1	120	N508_RS10030
NZ_CP097562.1	2140199	2141323		minus	metallophosphoesterase		0	protein-coding		WP_023276564.1	374	N508_RS10035
NZ_CP097562.1	2141369	2142481		minus	metallophosphoesterase		0	protein-coding		WP_023276565.1	370	N508_RS10040
NZ_CP097562.1	2142930	2143925		minus	ABC transporter substrate-binding protein		0	protein-coding		WP_023276566.1	331	N508_RS10045
NZ_CP097562.1	2143935	2144936		minus	ABC transporter substrate-binding protein		0	protein-coding		WP_023276567.1	333	N508_RS10050
NZ_CP097562.1	2144970	2145968		minus	ABC transporter substrate-binding protein		0	protein-coding		WP_023276568.1	332	N508_RS10055
NZ_CP097562.1	2146961	2148259		plus	YhjD/YihY/BrkB family envelope integrity protein		0	protein-coding		WP_023276569.1	432	N508_RS10060
NZ_CP097562.1	2148507	2149157		minus	hypothetical protein		0	protein-coding		WP_023276570.1	216	N508_RS10065
NZ_CP097562.1	2149161	2149730		minus	hypothetical protein		0	protein-coding		WP_040637255.1	189	N508_RS10070
NZ_CP097562.1	2149925	2151241		minus	amidohydrolase		0	protein-coding		WP_023276572.1	438	N508_RS10075
NZ_CP097562.1	2151595	2151677		minus	tRNA-Leu		0	tRNA				N508_RS10080
NZ_CP097562.1	2151799	2152737		minus	DDE-type integrase/transposase/recombinase		0	protein-coding		WP_023274862.1	312	N508_RS10085
NZ_CP097562.1	2152973	2153719		minus	hypothetical protein		0	protein-coding		WP_023276573.1	248	N508_RS10090
NZ_CP097562.1	2153723	2154700		minus	AAA family ATPase		0	protein-coding		WP_023276574.1	325	N508_RS10095
NZ_CP097562.1	2154693	2155865		minus	DUF262 domain-containing protein		0	protein-coding		WP_023276575.1	390	N508_RS10100
NZ_CP097562.1	2155922	2157394		minus	restriction endonuclease subunit S		0	protein-coding		WP_023276576.1	490	N508_RS10105
NZ_CP097562.1	2157537	2158976		minus	class I SAM-dependent DNA methyltransferase		0	protein-coding		WP_023276577.1	479	N508_RS10110
NZ_CP097562.1	2158986	2160323		minus	uncharacterized gene	hsdR	0	pseudogene				N508_RS10115
NZ_CP097562.1	2160375	2161313		minus	DDE-type integrase/transposase/recombinase		0	protein-coding		WP_023276087.1	312	N508_RS10120
NZ_CP097562.1	2161420	2162463		minus	uncharacterized gene		0	pseudogene				N508_RS10125
NZ_CP097562.1	2162747	2163307		minus	thermonuclease family protein		0	protein-coding		WP_023276580.1	186	N508_RS10130
NZ_CP097562.1	2163574	2164899		plus	TolC family protein		0	protein-coding		WP_023276581.1	441	N508_RS10135
NZ_CP097562.1	2165099	2166436		plus	NapC/NirT family cytochrome c		0	protein-coding		WP_023276582.1	445	N508_RS10140
NZ_CP097562.1	2166581	2168476		plus	ankyrin repeat domain-containing protein		0	protein-coding		WP_023276583.1	631	N508_RS10145
NZ_CP097562.1	2168561	2169607		plus	hypothetical protein		0	protein-coding		WP_023276584.1	348	N508_RS10150
NZ_CP097562.1	2169745	2170185		plus	GNAT family N-acetyltransferase		0	protein-coding		WP_023276585.1	146	N508_RS10155
NZ_CP097562.1	2170740	2171423		plus	tetratricopeptide repeat protein		0	protein-coding		WP_023276586.1	227	N508_RS10160
NZ_CP097562.1	2171383	2171850		plus	GNAT family N-acetyltransferase		0	protein-coding		WP_023276587.1	155	N508_RS10165
NZ_CP097562.1	2171859	2172581		plus	M23 family metallopeptidase		0	protein-coding		WP_023276588.1	240	N508_RS10170
NZ_CP097562.1	2172578	2173114		plus	hypothetical protein		0	protein-coding		WP_023276589.1	178	N508_RS10175
NZ_CP097562.1	2173136	2173777		plus	hypothetical protein		0	protein-coding		WP_023276590.1	213	N508_RS10180
NZ_CP097562.1	2173982	2174350		plus	hypothetical protein		0	protein-coding		WP_023276591.1	122	N508_RS10185
NZ_CP097562.1	2174334	2174738		plus	hypothetical protein		0	protein-coding		WP_023276592.1	134	N508_RS10190
NZ_CP097562.1	2174731	2175066		plus	hypothetical protein		0	protein-coding		WP_023276593.1	111	N508_RS10195
NZ_CP097562.1	2175076	2175450		plus	M15 family metallopeptidase		0	protein-coding		WP_023276594.1	124	N508_RS10200
NZ_CP097562.1	2175600	2175956		plus	DUF805 domain-containing protein		0	protein-coding		WP_023276595.1	118	N508_RS10205
NZ_CP097562.1	2176435	2177430		plus	acryloyl-CoA reductase		0	protein-coding		WP_023276596.1	331	N508_RS10210
NZ_CP097562.1	2177463	2178566		plus	hypothetical protein		0	protein-coding		WP_023276597.1	367	N508_RS10215
NZ_CP097562.1	2178597	2179919		plus	glycosyltransferase family 39 protein		0	protein-coding		WP_040637263.1	440	N508_RS10220
NZ_CP097562.1	2180619	2181539		minus	putative metalloprotease CJM1_0395 family protein		0	protein-coding		WP_023276599.1	306	N508_RS10225
NZ_CP097562.1	2182137	2182598		plus	hypothetical protein		0	protein-coding		WP_179077836.1	153	N508_RS10230
NZ_CP097562.1	2182604	2183527		plus	16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH	rsmH	0	protein-coding		WP_023276601.1	307	N508_RS10235
NZ_CP097562.1	2183527	2183829		plus	hypothetical protein		0	protein-coding		WP_023276602.1	100	N508_RS10240
NZ_CP097562.1	2183816	2184358		plus	hypothetical protein		0	protein-coding		WP_251930612.1	180	N508_RS10245
NZ_CP097562.1	2184484	2185506		plus	penicillin-binding transpeptidase domain-containing protein		0	protein-coding		WP_286011354.1	340	N508_RS10250
NZ_CP097562.1	2185496	2186944		plus	"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase"		0	protein-coding		WP_023276604.1	482	N508_RS10255
NZ_CP097562.1	2186944	2188272		plus	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	murF	0	protein-coding		WP_023276605.1	442	N508_RS10260
NZ_CP097562.1	2188282	2189367		plus	phospho-N-acetylmuramoyl-pentapeptide-transferase	mraY	0	protein-coding		WP_023276606.1	361	N508_RS10265
NZ_CP097562.1	2189376	2190635		plus	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	murD	0	protein-coding		WP_023276607.1	419	N508_RS10270
NZ_CP097562.1	2190647	2191738		plus	putative lipid II flippase FtsW	ftsW	0	protein-coding		WP_023276608.1	363	N508_RS10275
NZ_CP097562.1	2191735	2192775		plus	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase		0	protein-coding		WP_023276609.1	346	N508_RS10280
NZ_CP097562.1	2192789	2194180		plus	UDP-N-acetylmuramate--L-alanine ligase	murC	0	protein-coding		WP_023276610.1	463	N508_RS10285
NZ_CP097562.1	2194180	2195079		plus	D-alanine--D-alanine ligase		0	protein-coding		WP_023276611.1	299	N508_RS10290
NZ_CP097562.1	2195097	2195774		plus	hypothetical protein		0	protein-coding		WP_023276612.1	225	N508_RS10295
NZ_CP097562.1	2195764	2197002		plus	cell division protein FtsA	ftsA	0	protein-coding		WP_023276613.1	412	N508_RS10300
NZ_CP097562.1	2197093	2198247		plus	cell division protein FtsZ	ftsZ	0	protein-coding		WP_023276614.1	384	N508_RS10305
NZ_CP097562.1	2198249	2199310		plus	glycosyltransferase		0	protein-coding		WP_023276615.1	353	N508_RS10310
NZ_CP097562.1	2199430	2199951		minus	DUF308 domain-containing protein		0	protein-coding		WP_023276616.1	173	N508_RS10315
NZ_CP097562.1	2199961	2200617		minus	hypothetical protein		0	protein-coding		WP_023276617.1	218	N508_RS10320
NZ_CP097562.1	2200626	2202011		minus	amidophosphoribosyltransferase	purF	0	protein-coding		WP_023276618.1	461	N508_RS10325
NZ_CP097562.1	2202167	2203072		plus	EamA family transporter		0	protein-coding		WP_023276619.1	301	N508_RS10330
NZ_CP097562.1	2203134	2203712		plus	sigma-70 family RNA polymerase sigma factor		0	protein-coding		WP_023276620.1	192	N508_RS10335
NZ_CP097562.1	2203726	2204268		plus	zf-HC2 domain-containing protein		0	protein-coding		WP_023276621.1	180	N508_RS10340
NZ_CP097562.1	2204265	2205152		plus	hypothetical protein		0	protein-coding		WP_023276622.1	295	N508_RS10345
NZ_CP097562.1	2205179	2206552		plus	Do family serine endopeptidase		0	protein-coding		WP_023276623.1	457	N508_RS10350
NZ_CP097562.1	2207030	2209051		minus	sulfatase-like hydrolase/transferase		0	protein-coding		WP_242345830.1	673	N508_RS10355
NZ_CP097562.1	2209185	2210273		plus	efflux RND transporter periplasmic adaptor subunit		0	protein-coding		WP_023276627.1	362	N508_RS10360
NZ_CP097562.1	2210301	2213483		plus	efflux RND transporter permease subunit		0	protein-coding		WP_023276628.1	1060	N508_RS10365
NZ_CP097562.1	2213726	2214298		plus	nitroreductase family protein		0	protein-coding		WP_023276629.1	190	N508_RS10370
NZ_CP097562.1	2214367	2215716		minus	NADP-specific glutamate dehydrogenase	gdhA	0	protein-coding		WP_023276630.1	449	N508_RS10375
NZ_CP097562.1	2215925	2217265		plus	hemolysin family protein		0	protein-coding		WP_023276631.1	446	N508_RS10380
NZ_CP097562.1	2217393	2217932		plus	outer membrane beta-barrel protein		0	protein-coding		WP_023276632.1	179	N508_RS10385
NZ_CP097562.1	2217963	2218598		plus	hypothetical protein		0	protein-coding		WP_023276633.1	211	N508_RS10390
NZ_CP097562.1	2218643	2219341		plus	hypothetical protein		0	protein-coding		WP_023276634.1	232	N508_RS10395
NZ_CP097562.1	2219711	2222014		plus	hypothetical protein		0	protein-coding		WP_023276635.1	767	N508_RS10400
NZ_CP097562.1	2222027	2224084		plus	BspA family leucine-rich repeat surface protein		0	protein-coding		WP_023276636.1	685	N508_RS10405
NZ_CP097562.1	2224309	2225088		minus	nucleoside triphosphate pyrophosphohydrolase	mazG	0	protein-coding		WP_023276638.1	259	N508_RS10410
NZ_CP097562.1	2225799	2227373		plus	NFACT RNA binding domain-containing protein		0	protein-coding		WP_023276639.1	524	N508_RS10415
NZ_CP097562.1	2227561	2228316		plus	5'/3'-nucleotidase SurE	surE	0	protein-coding		WP_040637271.1	251	N508_RS10420
NZ_CP097562.1	2228310	2231051		plus	tetratricopeptide repeat protein		0	protein-coding		WP_023276641.1	913	N508_RS10425
NZ_CP097562.1	2231066	2231674		plus	MotA/TolQ/ExbB proton channel family protein		0	protein-coding		WP_023276642.1	202	N508_RS10430
NZ_CP097562.1	2231693	2232097		plus	biopolymer transporter ExbD		0	protein-coding		WP_023276643.1	134	N508_RS10435
NZ_CP097562.1	2232101	2232970		plus	hypothetical protein		0	protein-coding		WP_023276644.1	289	N508_RS10440
NZ_CP097562.1	2233462	2237241		plus	phosphoribosylformylglycinamidine synthase		0	protein-coding		WP_023276645.1	1259	N508_RS10445
NZ_CP097562.1	2237261	2238646		plus	nitronate monooxygenase		0	protein-coding		WP_023276646.1	461	N508_RS10450
NZ_CP097562.1	2238842	2240134		plus	branched-chain amino acid ABC transporter permease		0	protein-coding		WP_023276647.1	430	N508_RS10455
NZ_CP097562.1	2240136	2240972		plus	branched-chain amino acid ABC transporter permease		0	protein-coding		WP_023276648.1	278	N508_RS10460
NZ_CP097562.1	2240988	2241761		plus	ABC transporter ATP-binding protein		0	protein-coding		WP_023276649.1	257	N508_RS10465
NZ_CP097562.1	2241763	2242467		plus	ABC transporter ATP-binding protein		0	protein-coding		WP_023276650.1	234	N508_RS10470
NZ_CP097562.1	2242692	2243417		plus	hypothetical protein		0	protein-coding		WP_023276651.1	241	N508_RS10475
NZ_CP097562.1	2243554	2244060		plus	hypothetical protein		0	protein-coding		WP_143815591.1	168	N508_RS10480
NZ_CP097562.1	2244158	2244886		plus	IS3 family transposase		0	protein-coding		WP_143815590.1	242	N508_RS10485
NZ_CP097562.1	2245014	2245469		plus	methylglyoxal synthase		0	protein-coding		WP_023276654.1	151	N508_RS10490
NZ_CP097562.1	2245551	2245979		plus	hypothetical protein		0	protein-coding		WP_023276655.1	142	N508_RS10495
